x,y,z
465435.0866,4427967.364,2301.046434
465434.4277,4427989.644,2293.910696
465433.4685,4428013.306,2281.055937
465434.5035,4428034.881,2267.89791
465434.3393,4428056.664,2259.716326
465434.3966,4428080.066,2248.452008
465434.2185,4428102.093,2240.574575
465434.512,4428124.067,2234.680891
465434.6076,4428146.455,2225.567339
465434.7512,4428169.944,2205.80264
465434.629,4428191.466,2189.709748
465434.4558,4428214.006,2180.483833
465434.5268,4428235.802,2165.370975
465434.6381,4428259.412,2134.648874
465434.6102,4428281.007,2114.333502
465434.4206,4428302.245,2097.030601
465434.3752,4428325.854,2095.510251
465434.4553,4428348.979,2107.269496
465434.6787,4428371.001,2132.80294
465434.9791,4428393.381,2154.40892
465434.6287,4428416.191,2175.97505
465434.5137,4428438.297,2193.389649
465434.6731,4428461.06,2210.754368
465433.7828,4428483.194,2217.425367
465434.6882,4428505.2,2212.662134
465434.2411,4428527.111,2211.826764
465434.6043,4428550.109,2213.891417
465435.0925,4428572.552,2227.169227
465434.3696,4428596.628,2214.466189
465434.9654,4428616.978,2203.089882
465456.5551,4427967.625,2285.679271
465456.3474,4427989.71,2276.699423
465456.6372,4428012.336,2267.107026
465456.2702,4428035.311,2252.725691
465456.4806,4428056.335,2244.197922
465456.6227,4428079.549,2230.6656
465456.7641,4428101.81,2223.709097
465456.6947,4428123.809,2221.258919
465456.547,4428146.846,2216.308929
465456.5994,4428170.215,2201.736858
465456.0163,4428191.675,2180.949497
465456.6895,4428213.755,2162.532171
465456.9478,4428236.601,2154.313685
465456.3659,4428259.119,2129.784783
465456.7242,4428280.735,2110.446088
465456.3884,4428302.92,2091.337948
465456.487,4428326.194,2094.780879
465456.7833,4428348.912,2107.245464
465456.6572,4428371.501,2136.515353
465456.6572,4428393.489,2156.429107
465456.2501,4428415.431,2182.413876
465456.0499,4428438.206,2198.118309
465456.2964,4428461.204,2214.137064
465456.6143,4428483.367,2225.44252
465456.553,4428504.66,2229.758915
465456.4945,4428527.924,2233.090445
465456.1599,4428549.825,2235.41429
465456.3296,4428572.901,2245.618307
465456.5032,4428595.708,2230.352302
465456.5477,4428616.952,2219.526943
465478.5435,4427967.315,2284.650561
465478.2283,4427989.901,2264.009996
465478.6669,4428012.079,2251.354592
465478.7252,4428035.928,2239.308353
465478.7729,4428056.691,2227.566975
465478.3804,4428079.665,2217.700429
465478.4029,4428101.946,2207.540038
465478.434,4428124.306,2203.718595
465479.256,4428146.303,2201.65019
465478.9784,4428169.496,2192.827873
465478.2866,4428191.458,2180.764533
465477.9131,4428214.268,2161.251226
465478.202,4428236.001,2136.278839
465478.4227,4428258.49,2120.440105
465478.3401,4428280.873,2101.147747
465478.8335,4428303.794,2090.77805
465478.7653,4428326.482,2096.336664
465478.45,4428348.581,2114.021791
465478.6836,4428371.982,2142.099271
465478.1361,4428392.264,2163.086558
465478.8963,4428415.738,2193.959421
465478.9608,4428438.106,2208.486471
465478.4702,4428461.143,2220.548381
465478.4135,4428483.097,2233.317606
465478.9421,4428505.599,2241.199832
465478.6952,4428528.094,2245.31521
465478.8337,4428550.345,2257.126188
465478.5923,4428572.694,2270.892274
465478.418,4428595.398,2255.320908
465478.1122,4428617.094,2240.378216
465500.1518,4427967.229,2281.498605
465499.8033,4427989.623,2259.278995
465500.936,4428013.345,2243.738294
465500.6564,4428035.076,2232.867571
465500.3485,4428056.938,2219.993716
465500.2783,4428079.263,2207.631775
465500.4857,4428102.057,2196.063183
465500.4708,4428124.336,2188.635773
465500.2209,4428147.216,2184.171474
465500.4031,4428168.825,2178.770176
465501.0408,4428191.53,2163.498748
465500.9311,4428214.286,2146.844938
465499.9639,4428235.956,2136.156156
465500.4481,4428259.074,2114.242856
465500.0435,4428280.881,2098.190028
465500.3728,4428304.413,2091.334545
465500.539,4428326.19,2100.085632
465500.9428,4428348.179,2120.205101
465500.0015,4428370.459,2142.070301
465499.6775,4428393.595,2168.469261
465500.2689,4428415.636,2197.330929
465500.5287,4428438.378,2215.01048
465500.9258,4428460.774,2226.126234
465500.441,4428483.311,2239.060951
465500.6868,4428504.833,2247.659877
465500.4571,4428528.336,2250.68125
465500.7278,4428550.415,2258.941296
465501.0036,4428572.433,2268.795281
465500.8552,4428595.148,2267.679953
465499.1021,4428615.423,2263.67892
465511.31,4427959.17,2288.92
465511.31,4427980.78,2264.78
465511.31,4428011.423,2242.85
465511.31,4428035.313,2225.466667
465511.31,4428053.563,2218.576667
465511.31,4428079.27,2202.815
465511.31,4428098.518,2191.8675
465511.31,4428128.805,2177.48
465511.31,4428161.585,2174.505
465511.31,4428182.535,2158.505
465511.31,4428205.89,2147.57
465511.31,4428235.48,2128.095
465511.31,4428260.565,2109.895
465511.31,4428277.455,2090.97
465511.31,4428299.62,2091.2
465511.31,4428349.473,2127.46
465511.31,4428369.598,2145.784
465511.31,4428404.95,2186.2
465511.31,4428439.939,2215.802857
465511.31,4428465.64,2233.555
465511.31,4428475.442,2240.31
465511.31,4428506.723,2248.976667
465511.31,4428523.605,2252.465
465511.31,4428547.663,2253.52
465511.31,4428574.43,2266.103333
465511.31,4428596.63,2272.505
